,Place Name,Place ID,Latitude,Longitude,Rating,Rate_amount,Types,Address
225,柑仔店有機健康超市 民生店,ChIJi8Y1pO2rQjQRcJspwGCbNes,25.058225,121.5565422,4,46,"['supermarket', 'grocery_or_supermarket', 'restaurant', 'food', 'health', 'point_of_interest', 'store', 'establishment']",松山區民生東路五段26號
231,三井選品,ChIJd6c9MA6sQjQR7-_oGa1errw,25.0815222,121.5517883,4.3,387,"['supermarket', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",中山區明水路604號
232,頂好Wellcome超市-大直店,ChIJz1nyXAWsQjQRcJYMiFC00-w,25.0822699,121.5478465,3.8,333,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區北安路595巷11-13號
233,台灣主婦聯盟生活消費合作社大直站,ChIJfZfQGRCsQjQRs0D0dWlNCRc,25.083512,121.549625,3.7,15,"['store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'establishment']",中山區北安路630巷9弄17號
234,阿弟蔬果行,ChIJvc72ygWsQjQR6lLRcZpjIxE,25.0797076,121.5457214,-,-,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區北安路516之一號
235,全聯福利中心 大直北安店,ChIJJ1_6HxCsQjQREIFJRcsMH-o,25.0809517,121.549263,3.9,516,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區北安路588巷8號
236,幸福水屋 全聯大直北安店 自助加水站,ChIJA4I43batQjQRqN9mcCbnO4k,25.080963,121.549282,5,34,"['store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'establishment']",中山區北安路588巷8號
237,凍凍鮮 海鮮肉品專賣店,ChIJVbPyE1mtQjQR_c-lJhEDbE0,25.0827016,121.5484508,5,98,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區北安路621巷6弄4號
238,全聯福利中心,ChIJPY0YDRCsQjQRxucEInxtKVw,25.0842702,121.5488703,4,113,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區大直街126號
239,全聯福利中心Pxmart 大直實踐,ChIJe5Oh9OitQjQRGbYC3YPwP3I,25.0844525,121.5491528,4,38,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區北安路655號B1
240,綺麗館B2汽車美容,ChIJsfN2bKitQjQRlLrPMjHGmzQ,25.0798305,121.5519134,-,-,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區明水路575號
248,國防部大直福利站暨商店街,ChIJRbrdAwOsQjQRCtezi-LF-oo,25.0828244,121.5401146,4,509,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區北安路409號7號門
260,全聯福利中心Pxmart 內湖文湖,ChIJG7BaoEytQjQRLrtByQ3M4Jo,25.086609,121.5611418,4.1,496,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",內湖區文湖街31號1號樓 B1
261,美廉城超 內湖文湖店,ChIJfSfWE3atQjQR27ATUc__t5M,25.0867644,121.5619159,4.6,19,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",內湖區文湖街45號
